"업종명","업소명","소재지(도로명)","소재지전화"
"휴게음식점","쌀꿈쌀꿈","부산광역시 수영구 남천동로 91, 301동 1층 106(일부)호 (남천동, 남천금호어울림더비치)",""
"휴게음식점","물레방아","부산광역시 수영구 연수로 331, 1층 (망미동)","051-956-7400"
"휴게음식점","밸라다","부산광역시 수영구 연수로 262-1, 1층 (망미동)",""
"휴게음식점","비커피광안점","부산광역시 수영구 수영로 506, 근린생활시설-2동 7호 (광안동, 광안 더샵)",""
"휴게음식점","디그니티(DIGNITY)","부산광역시 수영구 남천동로22번길 27, 남천동 오피스텔 1층 (남천동)",""
"휴게음식점","하이오커피 남천점","부산광역시 수영구 남천바다로10번길 70, A동 1층 104호 (남천동, 정원 센텀뷰남천)",""
"휴게음식점","미소(miso)","부산광역시 수영구 수영로408번길 36, 남천빌딩 1층 (남천동)",""
"휴게음식점","말랑제이(Malang J)","부산광역시 수영구 광안로21번길 43, 지하 1층 (광안동)",""
"휴게음식점","카페 비원","부산광역시 수영구 광안해변로370번길 9-32, 지하1층 B101호 (민락동)",""
"휴게음식점","홍익당","부산광역시 수영구 광안해변로326번길 31, 상가동 1층 111호 (민락동, e편한세상 오션테라스 4단지)",""
"휴게음식점","솔(sol)","부산광역시 수영구 수미로71번길 9, 1층 (망미동)",""
"휴게음식점","카페 부아장","부산광역시 수영구 민락본동로27번길 30, 1층 (민락동)",""
"휴게음식점","웨이크베이크케이크","부산광역시 수영구 민락로 30, 1층 (민락동)",""
"휴게음식점","컴포즈커피 금련산점","부산광역시 수영구 수영로 465, 1층 (남천동)",""
"휴게음식점","오빠커피 남천점","부산광역시 수영구 광남로 12, 1층 (남천동)",""
"휴게음식점","투비해피","부산광역시 수영구 수영로510번길 30, 1층 (광안동)",""
"휴게음식점","푸르릇","부산광역시 수영구 광일로29번가길 26, 1층 (광안동)",""
"휴게음식점","마더맘 에프엔비","부산광역시 수영구 수미로58번길 3, 1층 (수영동)",""
"휴게음식점","땡스몰(Thanks more)","부산광역시 수영구 광일로 49, 상가110동 1층 203호 (광안동, 비치그린아파트)",""
"휴게음식점","커피꽃제작소326","부산광역시 수영구 광안해변로326번길 31, 1층 104(일부)호 (민락동, e편한세상 오션테라스 4단지)",""
"휴게음식점","카페비트윈(CAFE BETWEEN)","부산광역시 수영구 구락로 128, 1층 (망미동)",""
"휴게음식점","코쿠이(COCUY)","부산광역시 수영구 광안로 25, 1층 (광안동)",""
"휴게음식점","여기라때","부산광역시 수영구 연수로275번길 34, 지하 1층 일부호 (망미동)",""
"휴게음식점","컴포즈커피 동방오거리점","부산광역시 수영구 광남로 206, 1층 (민락동)","051-949-3093"
"휴게음식점","할리스커피 부산광안리점","부산광역시 수영구 광안해변로 175, 광안에이파크오션 1~2층 104,202,203,204호 (광안동)",""
"휴게음식점","카페051 남천해변시장점","부산광역시 수영구 광안해변로15번길 65, 남천상가 1층 (남천동)","051-627-1051"
"휴게음식점","원유로 스페셜티 부산광안역점","부산광역시 수영구 수영로 575, 1층 (광안동)",""
"휴게음식점","플러스커피(PLUS COFFEE)","부산광역시 수영구 수미로 62, 1층 (수영동)",""
"휴게음식점","초록나비","부산광역시 수영구 좌수영로83번길 12-1, 1층 (수영동)",""
"휴게음식점","블루샥 수영구청","부산광역시 수영구 남천동로 110-1, 1층 (남천동)",""
"휴게음식점","청솔로9 수영점","부산광역시 수영구 수영로666번길 6, 수영역 삼정그린코아 더시티 1층 109호 (광안동)",""
"휴게음식점","카페올리바","부산광역시 수영구 수영로 505, 1층 (광안동)",""
"휴게음식점","메가엠지씨커피 광안오션브릿지점","부산광역시 수영구 광안해변로278번길 42, 오션브릿지 1층 107호 (민락동)",""
"휴게음식점","카페 제곱","부산광역시 수영구 광안로 4, 광안동에스케이뷰 101호 (광안동)",""
"휴게음식점","휴고바이트","부산광역시 수영구 광남로258번길 6, 1층 (민락동)",""
"휴게음식점","현대모터스튜디오카페","부산광역시 수영구 구락로123번길 20, 아카데미동 1층 (망미동)","02-3464-3904"
"휴게음식점","레 커(LEKKER)","부산광역시 수영구 수영로660번길 41, 1층 (광안동)",""
"휴게음식점","품당","부산광역시 수영구 민락로27번길 26, 1층 (민락동)",""
"휴게음식점","오우커 커피 바(owooker coffee bar)","부산광역시 수영구 수영로660번길 43 (광안동)",""
"휴게음식점","도두당","부산광역시 수영구 수미로26번길 53, 1층 (수영동)",""
"휴게음식점","(주) 엄스","부산광역시 수영구 좌수영로 97, 1층 (망미동)","051-612-1000"
"휴게음식점","텐퍼센트커피 수영SK뷰점","부산광역시 수영구 망미배산로 56, 401동 1층 105호 (망미동, 수영SKVIEW1단지)",""
"휴게음식점","환바이크","부산광역시 수영구 광안해변로 19, 1층 (남천동)",""
"휴게음식점","피그미(pigme)","부산광역시 수영구 황령대로489번길 14, 대성상가 1동 4층 402호 (남천동)",""
"휴게음식점","케희크(Cahuike)","부산광역시 수영구 수영로594번길 94, 1층 (광안동)",""
"휴게음식점","러브이즈기빙 하트베어","부산광역시 수영구 광남로 159, 1층 (광안동)",""
"휴게음식점","블루샥 광안점","부산광역시 수영구 광안로 20, 109(상가)동 1층 106호 (광안동, 부산 광안동 쌍용 예가 디 오션)",""
"휴게음식점","광안사계","부산광역시 수영구 남천바다로21번길 13-1, 1층 (광안동)","051-753-7530"
"휴게음식점","베이킹하루","부산광역시 수영구 광남로 159, 2층 (광안동)",""
"휴게음식점","향유담","부산광역시 수영구 광안로21번가길 30, 1층 (광안동)",""
"휴게음식점","달럽","부산광역시 수영구 광일로29번가길 34, 상가 110동 2층 202호 (광안동, 비치-그린아파트)",""
"휴게음식점","컵넛(cupnut)","부산광역시 수영구 민락로27번길 7, 1층 (민락동)",""
"휴게음식점","카페온(CAFE ON)","부산광역시 수영구 광서로10번길 36, 2층 201호 (광안동, 투섬)",""
"휴게음식점","카페슬로우(cafe slow)","부산광역시 수영구 광남로 39, 성산교회 1층 (남천동)",""
"휴게음식점","코지빌라","부산광역시 수영구 망미번영로63번길 39, 1층 (망미동)",""
"휴게음식점","카페베네 부산민락점","부산광역시 수영구 수영로 769, 1층 (수영동)",""
"휴게음식점","와플칸 남천점","부산광역시 수영구 남천동로 105, 1층 (남천동)",""
"휴게음식점","필더빌커피바(fill the bill coffee bar)","부산광역시 수영구 장대골로31번길 3, 1층 103호 (광안동, 흑석파크)",""
"휴게음식점","케이스페셜(K스페셜)","부산광역시 수영구 광안해변로15번길 77, 남천해변시장 2층 201호 (남천동)",""
"휴게음식점","카페태리(광안점)","부산광역시 수영구 광일로21번길 3, 1층 (광안동)",""
"휴게음식점","카페제곱 수영점","부산광역시 수영구 수영로 690-5, 1층 101호 (광안동)",""
"휴게음식점","정직유부 망미점","부산광역시 수영구 망미배산로10번길 28, 1층 (망미동)",""
"휴게음식점","미쉬에레트","부산광역시 수영구 무학로 37, 1층 (광안동)",""
"휴게음식점","굿모닝커피","부산광역시 수영구 수영로 615, BHS한서병원 제3동 1층 (광안동)",""
"휴게음식점","봉명동내커피","부산광역시 수영구 무학로63번길 47, 1층 (민락동)",""
"휴게음식점","다미당","부산광역시 수영구 과정로91번길 19-1, 1층 (망미동)",""
"휴게음식점","카페 클로버(cafe clover)","부산광역시 수영구 광일로 13, 1층 (광안동)","051-758-0541"
"휴게음식점","주스소소","부산광역시 수영구 남천바다로10번길 5, 1층 (남천동)",""
"휴게음식점","컴포즈커피 오션테라스수변공원점","부산광역시 수영구 광안해변로326번길 32, 1층 108(일부)호 (민락동, e편한세상 오션테라스 3단지)",""
"휴게음식점","북카페","부산광역시 수영구 장대골로 75-6, 1층 (광안동)","051-757-4034"
"휴게음식점","카페수4호점","부산광역시 수영구 광남로257번길 12, 1층 (민락동)",""
"휴게음식점","클러터커피(clutter coffee)","부산광역시 수영구 광안로49번길 11, 1층 (광안동)",""
"휴게음식점","크레스트 커피바","부산광역시 수영구 광남로48번길 12, 2층 (남천동)","051-622-0155"
"휴게음식점","파슈어커피로스터스(FASHO COFFEE ROASTERS)","부산광역시 수영구 구락로 80-1, 1층 (망미동)",""
"휴게음식점","라비체","부산광역시 수영구 광안로61번길 60, 1~2층 106,206호 (민락동)","051-754-3661"
"휴게음식점","셀프바리스타(무인카페)광안점","부산광역시 수영구 광일로29번가길 43, 1층 (광안동)",""
"휴게음식점","오빠커피 광서로점","부산광역시 수영구 광서로9번길 3, 1층 (광안동)",""
"휴게음식점","마들렌보이","부산광역시 수영구 광안로35번길 20, 2층 (광안동)",""
"휴게음식점","달콤하개","부산광역시 수영구 광안해변로 289, 1층 (민락동)",""
"휴게음식점","카페 잇츠 브르레이(cafe it's blray)","부산광역시 수영구 무학로 21, 1층 (광안동)","051-757-9993"
"휴게음식점","앤스하우스(Ann's House)","부산광역시 수영구 연수로357번길 17-10, 1층 (수영동)",""
"휴게음식점","너를담다 해변","부산광역시 수영구 광안해변로 237, 테마타워 6층 (민락동)","051-754-6440"
"휴게음식점","레아파티쓰리","부산광역시 수영구 남천동로9번길 10-12, 1층 (남천동)",""
"휴게음식점","디스크도넛커피스탠드(Disc donut coffee stand)","부산광역시 수영구 민락로33번길 17, 1층 (민락동)",""
"휴게음식점","영커피 수영점","부산광역시 수영구 수영로666번길 6, 수영역 삼정그린코아 더시티 1층 102호 (광안동)",""
"휴게음식점","테네브레 에스프레소 바(Tenebre Espresso Bar)","부산광역시 수영구 민락본동로11번길 52, 1층 (민락동)",""
"휴게음식점","베러먼데이","부산광역시 수영구 수영로464번길 21, 1층 (남천동)",""
"휴게음식점","베러먼데이 배산역점","부산광역시 수영구 연수로 265, 1층 (망미동)",""
"휴게음식점","아워스커피","부산광역시 수영구 무학로9번길 54, 1층 (광안동)",""
"휴게음식점","트리츠커피(Treat Coffee)","부산광역시 수영구 수영로 486, 1층 (남천동)",""
"휴게음식점","호텔오션뷰","부산광역시 수영구 광안해변로278번길 42, 오션브릿지 B동 13층 B1302호 (민락동)",""
"휴게음식점","마우스필","부산광역시 수영구 광안로35번길 11, 1층 (광안동)",""
"휴게음식점","로또앤커피","부산광역시 수영구 광안해변로295번길 3, 1층 101호 (민락동, 드림팰리스)",""
"휴게음식점","유라떼","부산광역시 수영구 연수로310번길 26, 1층 (망미동)",""
"휴게음식점","스윗무드","부산광역시 수영구 수영로510번길 19, 1층 (광안동)",""
"휴게음식점","댄싱컵","부산광역시 수영구 수영로 712, 1층 103호 (광안동)",""
"휴게음식점","로앤그린(LOWNGRIN)","부산광역시 수영구 민락본동로31번길 36, 1층 (민락동)",""
"휴게음식점","드림커피","부산광역시 수영구 남천동로108번길 27, 1층 (남천동)",""
"휴게음식점","카페 드루아(Cafe De' Rua)","부산광역시 수영구 연수로275번길 21, 1층 (망미동)",""
"휴게음식점","헤더베이커리","부산광역시 수영구 망미번영로52번길 64, 1층 (수영동)",""
"휴게음식점","바바배커피","부산광역시 수영구 연수로416번길 69-1, 1층 (광안동)",""
"휴게음식점","오슬로우커피","부산광역시 수영구 민락수변로17번길 36, 1층 137호 (민락동)",""
"휴게음식점","콤마(Comma) 레진아틀리에앤커피","부산광역시 수영구 장대골로45번길 27, 1층 (광안동)",""
"휴게음식점","프루쉬","부산광역시 수영구 수영로 712, 1층 102-1호 (광안동)",""
"휴게음식점","고품격커피공장 민락점","부산광역시 수영구 민락수변로17번길 36, 타워더모스트 광안 1층 108호 (민락동)",""
"휴게음식점","구삼현 COFFEE","부산광역시 수영구 광서로10번길 52, 101호 (광안동, 명성로즈빌)","051-751-9307"
"휴게음식점","미크(Meek)","부산광역시 수영구 망미배산로48번길 8, 1층 (망미동)",""
"휴게음식점","오피피에이(OPPA) 수영연수로점","부산광역시 수영구 광서로10번길 74, 1층 119호 (광안동)",""
"휴게음식점","소미디저트","부산광역시 수영구 수영로 573, 1층 (광안동)",""
"휴게음식점","이마트24 광안부일점","부산광역시 수영구 무학로21번길 105, 1층 101호 (광안동)","051-752-2757"
"휴게음식점","145co커피 남천점","부산광역시 수영구 수영로 396, 1층 (남천동)","051-625-1450"
"휴게음식점","프랜더스(Frienders)","부산광역시 수영구 남천바다로15번길 31, 1층 (광안동)",""
"휴게음식점","메가엠지씨커피 망미점","부산광역시 수영구 망미로30번길 38, 1층 (망미동)",""
"휴게음식점","블루샥 수변공원DT점","부산광역시 수영구 광안해변로344번길 17-19, 1층 (민락동)",""
"휴게음식점","무구디저트","부산광역시 수영구 수영로666번길 68, 1층 (광안동)",""
"휴게음식점","케이크콕","부산광역시 수영구 남천바다로21번길 100-2, 1층 (광안동)",""
"휴게음식점","소예소예","부산광역시 수영구 호암로 45, 202호 (광안동, 광안 에일린의 뜰)",""
"휴게음식점","멜로우씨(mellow.c)커피 로스터스","부산광역시 수영구 연수로 257, 1층 (망미동)",""
"휴게음식점","티티새와 나무","부산광역시 수영구 수영로588번길 27, 1~2층 (광안동)",""
"휴게음식점","카페이정","부산광역시 수영구 광안로 20, 109동 119호 (광안동, 부산 광안동 쌍용 예가 디 오션)",""
